ID	DOCULECT	CONCEPT	GLOSSID	VALUE	FORM	TOKENS	COGID	BORROWING
3757	GX	close (the mouth) lightly	1523	mi55	mi55	m i ⁵⁵	1523	
3758	EQ	close (the mouth) lightly	1523	mi24	mi24	m i ²⁴	1523	
3759	JX	close (the mouth) lightly	1523	me55	me55	m e ⁵⁵	1523	
3760	DS	close (the mouth) lightly	1523	me35	me35	m e ³⁵	1523	
3761	MZL	close (the mouth) lightly	1523	mi55	mi55	m i ⁵⁵	1523	
1540	PB	cloth	462	sʰɛ4	sʰɛ4	sʰ ɛ ⁴	462	
1541	TL	cloth	462	sɛ42	sɛ42	s ɛ ⁴²	462	
1542	GX	cloth	462	sɛ24	sɛ24	s ɛ ²⁴	462	
1543	EQ	cloth	462	sE55	sE55	s ᴇ/ɛ ⁵⁵	462	
1544	EG	cloth	462	sɛ44	sɛ44	s ɛ ⁴⁴	462	
1545	JM	cloth	462	se55	se55	s e ⁵⁵	462	
1546	JX	cloth	462	se44	se44	s e ⁴⁴	462	
1547	DS	cloth	462	sʰe44	sʰe44	sʰ e ⁴⁴	462	
1548	ZC	cloth	462	(pʰio31)	pʰio31	pʰ i/j o ³¹	2203	
1549	MZL	cloth	462	(pʰio21)	pʰio21	pʰ i/j o ²¹	2204	
41	PB	cloud	7	ŋɔ1b	ŋɔ1b	ŋ ɔ 1b/¹	7	
42	TL	cloud	7	ŋɔ35	ŋɔ35	ŋ ɔ ³⁵	7	
43	GX	cloud	7	ŋE12	ŋE12	ŋ ᴇ/ɛ ¹²	7	
44	EQ	cloud	7	ʀæ21	ʀæ21	ʀ æ ²¹	7	
45	EG	cloud	7	(mɯ̃121)	mɯ̃121	m ɯ̃ ¹² + ¹	2125	
46	JM	cloud	7	(mM21)	mM21	m ɯ ²¹	2126	
47	JX	cloud	7	ṽ21	ṽ21	ṽ ²¹	7	
48	DS	cloud	7	võ21	võ21	v õ ²¹	7	
49	ZC	cloud	7	v21	v21	v ²¹	7	
50	MZL	cloud	7	yen21	yen21	y e n ²¹	7	
2830	PB	cold	1063	kɯ1	kɯ1	k ɯ ¹	1063	
2831	PB	cold	1063	gæ1	gæ1	g æ ¹	1063	
2832	TL	cold	1063	kɯ55	kɯ55	k ɯ ⁵⁵	1063	
2833	GX	cold	1063	ga12	ga12	g a ¹²	1063	
2834	EQ	cold	1063	kɯ24	kɯ24	k ɯ ²⁴	1063	
2835	EG	cold	1063	kɯ55	kɯ55	k ɯ ⁵⁵	1063	
2836	JM	cold	1063	kɯ55	kɯ55	k ɯ ⁵⁵	1063	
2837	JX	cold	1063	kɯ55(thing)/kɑ21(weather, fɚling)	kɯ55	k ɯ ⁵⁵	1063	
2838	JX	cold	1063	kɯ55(thing)/kɑ21(weather, fɚling)	kɑ21	k ɑ ²¹	1063	
2839	DS	cold	1063	kɯka21	kɯka21	k ɯ k a ²¹	1063	
2840	ZC	cold	1063	kɯ35	kɯ35	k ɯ ³⁵	1063	
2841	MZL	cold	1063	kɯ55	kɯ55	k ɯ ⁵⁵	1063	
1569	PB	comb	481	sro1	sro1	s r o ¹	481	
1570	TL	comb	481	ʂv55	ʂv55	ʂ v ⁵⁵	481	
1571	GX	comb	481	sao55	sao55	s ao ⁵⁵	481	
1572	EQ	comb	481	ɕu24	ɕu24	ɕ u ²⁴	481	
1573	EG	comb	481	ɕy55	ɕy55	ɕ y ⁵⁵	481	
1574	JM	comb	481	ɕu55	ɕu55	ɕ u ⁵⁵	481	
1575	JX	comb	481	sṽ55	sṽ55	s ṽ ⁵⁵	481	
1576	DS	comb	481	ʂ35	ʂ35	ʂ ³⁵	481	
1577	ZC	comb	481	sv35	sv35	s v ³⁵	481	
1578	MZL	comb	481	su55	su55	s u ⁵⁵	481	
3823	PB	compensate	1546	bæ1	bæ1	b æ ¹	1546	
3824	TL	compensate	1546	ba35	ba35	b a ³⁵	1546	
3825	GX	compensate	1546	bæ12	bæ12	b æ ¹²	1546	
3826	EQ	compensate	1546	pæ21	pæ21	p æ ²¹	1546	
3827	JX	compensate	1546	pa21	pa21	p a ²¹	1546	
3828	DS	compensate	1546	pɚ21	pɚ21	p ɚ/ə ²¹	1546	
3829	ZC	compensate	1546	pʰǝ42	pʰǝ42	pʰ ə ⁴²	1546	
3830	MZL	compensate	1546	(tã42)	tã42	t ã ⁴²	2367	
4297	PB	cook; boil	1804	tsrɔ2	tsrɔ2	ts r ɔ ²	1804	
4298	TL	cook; boil	1804	tʂv33	tʂv33	ʈʂ v ³³	1804	
4299	GX	cook; boil	1804	tsao22	tsao22	ts ao ²²	1804	
4300	EQ	cook; boil	1804	tɕu22	tɕu22	tɕ u ²²	1804	
4301	EG	cook; boil	1804	tɕu22	tɕu22	tɕ u ²²	1804	
4302	JM	cook; boil	1804	tɕu22	tɕu22	tɕ u ²²	1804	
4303	JX	cook; boil	1804	tsv55	tsv55	ts v ⁵⁵	1804	
4304	DS	cook; boil	1804	tʂo33	tʂo33	ʈʂ o ³³	1804	
4305	ZC	cook; boil	1804	tsv33	tsv33	ts v ³³	1804	
4306	MZL	cook; boil	1804	tsv33	tsv33	ts v ³³	1804	
1694	PB	cooking stove; kitchen range	544	tso5	tso5	ts o ⁵	544	
1695	TL	cooking stove; kitchen range	544	tsu21	tsu21	ts u ²¹	544	
1696	GX	cooking stove; kitchen range	544	tsu42	tsu42	ts u ⁴²	544	
1697	EQ	cooking stove; kitchen range	544	tsu43	tsu43	ts u ⁴ + ³	544	
1698	EG	cooking stove; kitchen range	544	tsy42	tsy42	ts y ⁴²	544	
1699	JX	cooking stove; kitchen range	544	tsou42	tsou42	ts ou ⁴²	544	
1700	DS	cooking stove; kitchen range	544	tsu42	tsu42	ts u ⁴²	544	
1701	MZL	cooking stove; kitchen range	544	tso42	tso42	ts o ⁴²	544	
292	PB	copper, bronze	53	qæn2	qæn2	q æ n ²	53	
293	PB	copper, bronze	53				53	
294	TL	copper, bronze	53	qaŋ33	qaŋ33	q a ŋ ³³	53	
295	GX	copper, bronze	53	qan22	qan22	q a n ²²	53	
296	EQ	copper, bronze	53	qæ22	qæ22	q æ ²²	53	
297	EG	copper, bronze	53	qa22	qa22	q a ²²	53	
298	JM	copper, bronze	53	qã22	qã22	q ã ²²	53	
299	JX	copper, bronze	53	[tṽ21]	tṽ21	t ṽ ²¹	2137	1
300	DS	copper, bronze	53	[tõ21]	tõ21	t õ ²¹	2138	1
301	ZC	copper, bronze	53	kɛ33	kɛ33	k ɛ ³³	53	
302	MZL	copper, bronze	53	kɚ̃33	kɚ̃33	k ɚ/ə̃ ³³	53	
616	PB	corpse	162	tsʰoŋ1	tsʰoŋ1	tsʰ o ŋ ¹	162	
617	TL	corpse	162	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	162	
618	GX	corpse	162	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	162	
619	EQ	corpse	162	tsʰo24	tsʰo24	tsʰ o ²⁴	162	
620	EG	corpse	162	tsʰo55	tsʰo55	tsʰ o ⁵⁵	162	
621	JM	corpse	162	tsõ55	tsõ55	ts õ ⁵⁵	162	
622	MZL	corpse	162	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	162	
2744	PB	correct; right	1045	hɔ1	hɔ1	h ɔ ¹	1045	
2745	TL	correct; right	1045	hɔ55	hɔ55	h ɔ ⁵⁵	1045	
2746	GX	correct; right	1045	ho12	ho12	h o ¹²	1045	
2747	EQ	correct; right	1045	χo24	χo24	χ o ²⁴	1045	
2748	EG	correct; right	1045	xo55	xo55	x o ⁵⁵	1045	
2749	JM	correct; right	1045	(kv42)	kv42	k v ⁴²	2276	
2750	JX	correct; right	1045	xou55	xou55	x ou ⁵⁵	1045	
2751	DS	correct; right	1045	xou35	xou35	x ou ³⁵	1045	
2752	ZC	correct; right	1045	xo35	xo35	x o ³⁵	1045	
2753	MZL	correct; right	1045	xo55	xo55	x o ⁵⁵	1045	
3661	PB	cry (verb or noun?, should be made clear later on)	1485	qʰɔ4	qʰɔ4	qʰ ɔ ⁴	1485	
3662	TL	cry (verb or noun?, should be made clear later on)	1485	qʰo42	qʰo42	qʰ o ⁴²	1485	
3663	GX	cry (verb or noun?, should be made clear later on)	1485	qʰu224	qʰu224	qʰ u ²² + ⁴	1485	
3664	EQ	cry (verb or noun?, should be made clear later on)	1485	qʰu55	qʰu55	qʰ u ⁵⁵	1485	
3665	EG	cry (verb or noun?, should be made clear later on)	1485	qʰu44	qʰu44	qʰ u ⁴⁴	1485	
3666	JM	cry (verb or noun?, should be made clear later on)	1485	qʰo55	qʰo55	qʰ o ⁵⁵	1485	
3667	JX	cry (verb or noun?, should be made clear later on)	1485	kʰou44	kʰou44	kʰ ou ⁴⁴	1485	
3668	DS	cry (verb or noun?, should be made clear later on)	1485	mɚ31	mɚ31	m ɚ/ə ³¹	1485	
3669	ZC	cry (verb or noun?, should be made clear later on)	1485	kʰɑ44	kʰɑ44	kʰ ɑ ⁴⁴	1485	
3670	MZL	cry (verb or noun?, should be made clear later on)	1485	kʰo44	kʰo44	kʰ o ⁴⁴	1485	
2597	PB	curved; crooked; bent	1004	kʰo4	kʰo4	kʰ o ⁴	1004	
2598	TL	curved; crooked; bent	1004	kʰv42	kʰv42	kʰ v ⁴²	1004	
2599	GX	curved; crooked; bent	1004	kʰao24	kʰao24	kʰ ao ²⁴	1004	
2600	EQ	curved; crooked; bent	1004	kʰo55	kʰo55	kʰ o ⁵⁵	1004	
2601	EG	curved; crooked; bent	1004	kʰu44	kʰu44	kʰ u ⁴⁴	1004	
2602	JM	curved; crooked; bent	1004	kɯ55	kɯ55	k ɯ ⁵⁵	1004	
2603	JX	curved; crooked; bent	1004	kʰv44	kʰv44	kʰ v ⁴⁴	1004	
2604	DS	curved; crooked; bent	1004	[uen35]	uen35	u e n ³⁵	2270	1
2605	ZC	curved; crooked; bent	1004	kʰv44	kʰv44	kʰ v ⁴⁴	1004	
2606	MZL	curved; crooked; bent	1004	kʰu55	kʰu55	kʰ u ⁵⁵	1004	
3368	PB	cut (meat)	1339	sʰræ4	sʰræ4	sʰ r æ ⁴	1339	
3369	TL	cut (meat)	1339	ɕa42	ɕa42	ɕ a ⁴²	1339	
3370	GX	cut (meat)	1339	sæ24	sæ24	s æ ²⁴	1339	
3371	EQ	cut (meat)	1339	ɕiæ55	ɕiæ55	ɕ i/j æ ⁵⁵	1339	
3372	EG	cut (meat)	1339	ɕa44	ɕa44	ɕ a ⁴⁴	1339	
3373	JM	cut (meat)	1339	ɕa55qa21	ɕa55qa21	ɕ a ⁵⁵ + q a ²¹	1339	
3374	JX	cut (meat)	1339	sa44	sa44	s a ⁴⁴	1339	
3375	DS	cut (meat)	1339	ʂʰɚ44	ʂʰɚ44	ʂʰ ɚ/ə ⁴⁴	1339	
3376	ZC	cut (meat)	1339	sɛ44	sɛ44	s ɛ ⁴⁴	1339	
3377	MZL	cut (meat)	1339	sɚ44	sɚ44	s ɚ/ə ⁴⁴	1339	
3900	PB	cut up (vegetable)	1574	tsʰuaŋ2	tsʰuaŋ2	tsʰ u/w a ŋ ²	1574	
3901	TL	cut up (vegetable)	1574	tsʰoŋ33	tsʰoŋ33	tsʰ o ŋ ³³	1574	
3902	GX	cut up (vegetable)	1574	tsʰuaŋ22	tsʰuaŋ22	tsʰ u/w a ŋ ²²	1574	
3903	EQ	cut up (vegetable)	1574	tcʰyE22	tcʰyE22	t cʰ y/ɥ ᴇ/ɛ ²²	1574	
3904	EG	cut up (vegetable)	1574	(ɕa44)	ɕa44	ɕ a ⁴⁴	2372	
3905	JM	cut up (vegetable)	1574	(ɕu44)	ɕu44	ɕ u ⁴⁴	2373	
3906	JX	cut up (vegetable)	1574	tsʰuɑ̃33	tsʰuɑ̃33	tsʰ u/w ɑ̃ ³³	1574	
3907	DS	cut up (vegetable)	1574	tsʰuã33	tsʰuã33	tsʰ u/w ã ³³	1574	
3908	ZC	cut up (vegetable)	1574	tsʰua33	tsʰua33	tsʰ u/w a ³³	1574	
3909	MZL	cut up (vegetable)	1574	tsʰuen33	tsʰuen33	tsʰ u/w e n ³³	1574	
3851	PB	cut/rip open	1561	pʰæ4	pʰæ4	pʰ æ ⁴	1561	
3852	TL	cut/rip open	1561	pʰa42	pʰa42	pʰ a ⁴²	1561	
3853	GX	cut/rip open	1561	pʰæ24	pʰæ24	pʰ æ ²⁴	1561	
3854	EQ	cut/rip open	1561	pʰæ44	pʰæ44	pʰ æ ⁴⁴	1561	
3855	EG	cut/rip open	1561	tɕyi21tʰo55	tɕyi21tʰo55	tɕ y/ɥ i ²¹ + tʰ o ⁵⁵	1561	
3856	JM	cut/rip open	1561	ɕa455pʰo42	ɕa455pʰo42	ɕ a ⁴ + ⁵⁵ + pʰ o ⁴²	1561	
3857	JX	cut/rip open	1561	pʰa44	pʰa44	pʰ a ⁴⁴	1561	
3858	DS	cut/rip open	1561	pʰou33	pʰou33	pʰ ou ³³	1561	
3859	ZC	cut/rip open	1561	pʰɛ33	pʰɛ33	pʰ ɛ ³³	1561	
3860	MZL	cut/rip open	1561	pʰɚ44	pʰɚ44	pʰ ɚ/ə ⁴⁴	1561	
2647	PB	dark	1013	χɯ4	χɯ4	χ ɯ ⁴	1013	
2648	TL	dark	1013	[xɚ42]	xɚ42	x ɚ/ə ⁴²	2273	1
2649	GX	dark	1013	χe24	χe24	χ e ²⁴	1013	
2650	EG	dark	1013	xɯ44	xɯ44	x ɯ ⁴⁴	1013	
2651	JM	dark	1013	a42pa42	a42pa42	a ⁴² + p a ⁴²	1013	
2652	JX	dark	1013	(mian42)	mian42	m i/j a n ⁴²	2274	
2653	DS	dark	1013	xɯ44	xɯ44	x ɯ ⁴⁴	1013	
2654	ZC	dark	1013	(miɛ42)	miɛ42	m i/j ɛ ⁴²	2275	
2655	MZL	dark	1013	xɯ44	xɯ44	x ɯ ⁴⁴	1013	
725	PB	daughter	222	njo2	njo2	n j o ²	222	
726	TL	daughter	222	jvŋ33	jvŋ33	j v ŋ ³³	222	
727	GX	daughter	222	ɲiõ22	ɲiõ22	ɲ i õ ²²	222	
728	EQ	daughter	222	ɲiu22	ɲiu22	ɲ i u ²²	222	
729	EG	daughter	222	ɲiu22	ɲiu22	ɲ i u ²²	222	
730	JM	daughter	222	ɲiu22	ɲiu22	ɲ i u ²²	222	
731	JX	daughter	222	jṽ33	jṽ33	j ṽ ³³	222	
732	DS	daughter	222	jũ33	jũ33	j ũ ³³	222	
733	ZC	daughter	222	ɲiv33	ɲiv33	ɲ i v ³³	222	
734	MZL	daughter	222	ɲõ33	ɲõ33	ɲ õ ³³	222	
2364	PB	day	910	nji4	nji4	n j i ⁴	910	
2365	GX	day	910	ɲi22	ɲi22	ɲ i ²²	910	
2366	EQ	day	910	ɲi22	ɲi22	ɲ i ²²	910	
2367	JM	day	910	ɲi55	ɲi55	ɲ i ⁵⁵	910	
2368	DS	day	910	jen33	jen33	j e n ³³	910	
2369	ZC	day	910	ɲie44	ɲie44	ɲ i/j e ⁴⁴	910	
2370	MZL	day	910	ni44	ni44	n i ⁴⁴	910	
2929	PB	dead	1089	sji2	sji2	s j i ²	1089	
2930	TL	dead	1089	ɕi33	ɕi33	ɕ i ³³	1089	
2931	GX	dead	1089	ɕi22	ɕi22	ɕ i ²²	1089	
2932	EQ	dead	1089	si22	si22	s i ²²	1089	
2933	EG	dead	1089	si22	si22	s i ²²	1089	
2934	JM	dead	1089	ɕi22	ɕi22	ɕ i ²²	1089	
2935	JX	dead	1089	ɕi33	ɕi33	ɕ i ³³	1089	
2936	DS	dead	1089	ɕi33	ɕi33	ɕ i ³³	1089	
2937	ZC	dead	1089	ɕi33	ɕi33	ɕ i ³³	1089	
2938	MZL	dead	1089	ɕi33	ɕi33	ɕ i ³³	1089	
2519	PB	deep	982	sʰreŋ1	sʰreŋ1	sʰ r e ŋ ¹	982	
2520	TL	deep	982	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	982	
2521	GX	deep	982	ʂi55	ʂi55	ʂ i ⁵⁵	982	
2522	EQ	deep	982	sɿ24	sɿ24	s ɿ ²⁴	982	
2523	EG	deep	982	sɛ55	sɛ55	s ɛ ⁵⁵	982	
2524	JM	deep	982	xõ55	xõ55	x õ ⁵⁵	982	
2525	JX	deep	982	san55	san55	s a n ⁵⁵	982	
2526	DS	deep	982	ʂʰɚ55	ʂʰɚ55	ʂʰ ɚ/ə ⁵⁵	982	
2527	ZC	deep	982	si55	si55	s i ⁵⁵	982	
2528	MZL	deep	982	sen55	sen55	s e n ⁵⁵	982	
4032	PB	die	1651	sji2	sji2	s j i ²	1651	
4033	TL	die	1651	ɕi33	ɕi33	ɕ i ³³	1651	
4034	GX	die	1651	ɕi22	ɕi22	ɕ i ²²	1651	
4035	EQ	die	1651	si22	si22	s i ²²	1651	
4036	EG	die	1651	si22	si22	s i ²²	1651	
4037	JM	die	1651	ɕi22	ɕi22	ɕ i ²²	1651	
4038	JX	die	1651	ɕi33	ɕi33	ɕ i ³³	1651	
4039	DS	die	1651	ɕi33	ɕi33	ɕ i ³³	1651	
4040	ZC	die	1651	ɕi33	ɕi33	ɕ i ³³	1651	
4041	MZL	die	1651	ɕi33	ɕi33	ɕ i ³³	1651	
2016	PB	direction; orientation	703	pjɛ2	pjɛ2	p j ɛ ²	703	
2017	TL	direction; orientation	703	fɚ33	fɚ33	f ɚ/ə ³³	703	
2018	GX	direction; orientation	703	(ɢo12pʰu55)	ɢo12pʰu55	ɣ o ¹² + pʰ u ⁵⁵	2236	
2019	EQ	direction; orientation	703	fE22	fE22	f ᴇ/ɛ ²²	703	
2020	EG	direction; orientation	703	(pʰu55)	pʰu55	pʰ u ⁵⁵	2237	
2021	JM	direction; orientation	703	fe22	fe22	f e ²²	703	
2022	JX	direction; orientation	703	fv33	fv33	f v ³³	703	
2023	DS	direction; orientation	703	fv33	fv33	f v ³³	703	
2024	ZC	direction; orientation	703	(po33)	po33	p o ³³	2238	
2025	MZL	direction; orientation	703	[xõ33]	xõ33	x õ ³³	2239	1
3348	PB	divide; share (things)	1319	pjen1	pjen1	p j e n ¹	1319	
3349	TL	divide; share (things)	1319	fɚ55	fɚ55	f ɚ/ə ⁵⁵	1319	
3350	GX	divide; share (things)	1319	pfũ55	pfũ55	p f ũ ⁵⁵	1319	
3351	EQ	divide; share (things)	1319	fE24	fE24	f ᴇ/ɛ ²⁴	1319	
3352	EG	divide; share (things)	1319	xuɛ55	xuɛ55	x u/w ɛ ⁵⁵	1319	
3353	JM	divide; share (things)	1319	so55fi55	so55fi55	s o ⁵⁵ + f i ⁵⁵	1319	
3354	JX	divide; share (things)	1319	fṽ55	fṽ55	f ṽ ⁵⁵	1319	
3355	DS	divide; share (things)	1319	fṽ35	fṽ35	f ṽ ³⁵	1319	
3356	ZC	divide; share (things)	1319	fv35	fv35	f v ³⁵	1319	
3357	MZL	divide; share (things)	1319	pien55	pien55	p i/j e n ⁵⁵	1319	
871	PB	dog	289	qʰuaŋ2	qʰuaŋ2	qʰ u/w a ŋ ²	289	
872	TL	dog	289	qʰuaŋ33	qʰuaŋ33	qʰ u/w a ŋ ³³	289	
873	GX	dog	289	qʰuaŋ22	qʰuaŋ22	qʰ u/w a ŋ ²²	289	
874	EQ	dog	289	qʰua22	qʰua22	qʰ u/w a ²²	289	
875	EG	dog	289	qʰua22	qʰua22	qʰ u/w a ²²	289	
876	JM	dog	289	qʰõ22	qʰõ22	qʰ õ ²²	289	
877	JX	dog	289	kʰuɑ̃g33 (is this the right form?)	kʰuɑ̃g33	kʰ u/w ɑ̃ g ³³	289	
878	DS	dog	289	kʰuaŋ33	kʰuaŋ33	kʰ u/w a ŋ ³³	289	
879	ZC	dog	289	kʰua33	kʰua33	kʰ u/w a ³³	289	
880	MZL	dog	289	kʰuaŋ33	kʰuaŋ33	kʰ u/w a ŋ ³³	289	
1654	PB	door	514	mɛ1b	mɛ1b	m ɛ 1b/¹	514	
1655	TL	door	514	mɛ35	mɛ35	m ɛ ³⁵	514	
1656	GX	door	514	mǝn12	mǝn12	m ə n ¹²	514	
1657	EQ	door	514	mE21	mE21	m ᴇ/ɛ ²¹	514	
1658	EG	door	514	mɛ21	mɛ21	m ɛ ²¹	514	
1659	JM	door	514	me21	me21	m e ²¹	514	
1660	JX	door	514	me21	me21	m e ²¹	514	
1661	DS	door	514	me21	me21	m e ²¹	514	
1662	ZC	door	514	me21	me21	m e ²¹	514	
1663	MZL	door	514	me21	me21	m e ²¹	514	
911	PB	dragon	306	loŋ1b	loŋ1b	l o ŋ 1b/¹	306	
912	TL	dragon	306	loŋ35	loŋ35	l o ŋ ³⁵	306	
913	GX	dragon	306	lõ12	lõ12	l õ ¹²	306	
914	EQ	dragon	306	lu21	lu21	l u ²¹	306	
915	EG	dragon	306	lu21	lu21	l u ²¹	306	
916	JM	dragon	306	lu21	lu21	l u ²¹	306	
917	JX	dragon	306	lṽ21	lṽ21	l ṽ ²¹	306	
918	DS	dragon	306	lõ21	lõ21	l õ ²¹	306	
919	ZC	dragon	306	lv21	lv21	l v ²¹	306	
920	MZL	dragon	306	loŋ21	loŋ21	l o ŋ ²¹	306	
2006	PB	dream	699	mɯ5	mɯ5	m ɯ ⁵	699	
2007	TL	dream	699	mo21	mo21	m o ²¹	699	
2008	GX	dream	699	moŋ24	moŋ24	m o ŋ ²⁴	699	
2009	EQ	dream	699	mɯ43	mɯ43	m ɯ ⁴ + ³	699	
2010	EG	dream	699	mɯ̃55	mɯ̃55	m ɯ̃ ⁵⁵	699	
2011	JM	dream	699	mɯ42	mɯ42	m ɯ ⁴²	699	
2012	JX	dream	699	mǝ̃31	mǝ̃31	m ə̃ ³¹	699	
2013	DS	dream	699	mǝ̃42	mǝ̃42	m ə̃ ⁴²	699	
2014	ZC	dream	699	mɯ53	mɯ53	m ɯ ⁵ + ³	699	
2015	MZL	dream	699	mǝɯ21	mǝɯ21	m əɯ ²¹	699	
3435	PB	drink	1370	ɣɯ2	ɣɯ2	ɣ ɯ ²	1370	
3436	PB	drink	1370	ɯ̃2	ɯ̃2	ɯ̃ ²	1370	
3437	TL	drink	1370	ɯ̃33	ɯ̃33	ɯ̃ ³³	1370	
3438	GX	drink	1370	(oŋ22)	oŋ22	o ŋ ²²	2327	
3439	EQ	drink	1370	ɯ22	ɯ22	ɯ ²²	1370	
3440	EG	drink	1370	ɯ̃22	ɯ̃22	ɯ̃ ²²	1370	
3441	JM	drink	1370	ɯ̃22	ɯ̃22	ɯ̃ ²²	1370	
3442	JX	drink	1370	ǝ̃33	ǝ̃33	ə̃ ³³	1370	
3443	DS	drink	1370	ǝ̃33	ǝ̃33	ə̃ ³³	1370	
3444	ZC	drink	1370	ɯ33	ɯ33	ɯ ³³	1370	
3445	MZL	drink	1370	oŋ33	oŋ33	o ŋ ³³	1370	
1952	PB	drum	659	ɢuŋ2	ɢuŋ2	ɣ u ŋ ²	659	
1953	GX	drum	659	qoŋ22	qoŋ22	q o ŋ ²²	659	
1954	EQ	drum	659	ɢu22	ɢu22	ɣ u ²²	659	
1955	JX	drum	659	ku33	ku33	k u ³³	659	
1956	DS	drum	659	ku33	ku33	k u ³³	659	
1957	ZC	drum	659	ku33	ku33	k u ³³	659	
1958	MZL	drum	659	(kǝɯ21)	kǝɯ21	k əɯ ²¹	2233	
2716	PB	dry	1028	qaŋ1	qaŋ1	q a ŋ ¹	1028	
2717	TL	dry	1028	qɔŋ55	qɔŋ55	q ɔ ŋ ⁵⁵	1028	
2718	GX	dry	1028	qaŋ55	qaŋ55	q a ŋ ⁵⁵	1028	
2719	EQ	dry	1028	qa24	qa24	q a ²⁴	1028	
2720	EG	dry	1028	qo55	qo55	q o ⁵⁵	1028	
2721	JM	dry	1028	qã55	qã55	q ã ⁵⁵	1028	
2722	JX	dry	1028	kɑ̃55	kɑ̃55	k ɑ̃ ⁵⁵	1028	
2723	DS	dry	1028	kã35	kã35	k ã ³⁵	1028	
2724	ZC	dry	1028	ka35	ka35	k a ³⁵	1028	
2725	MZL	dry	1028	kaŋ55	kaŋ55	k a ŋ ⁵⁵	1028	
4418	PB	eagle fern	2118	kua4	kua4	k u/w a ⁴	2118	
4419	GX	eagle fern	2118	kua12	kua12	k u/w a ¹²	2118	
4420	EQ	eagle fern	2118	kua55	kua55	k u/w a ⁵⁵	2118	
4421	EG	eagle fern	2118	(kui55)/(i45qɯ22)	kui55	k u/w i ⁵⁵	2419	
4422	EG	eagle fern	2118	(kui55)/(i45qɯ22)	i45qɯ22	i ⁴ + ⁵ + q ɯ ²²	2420	
4423	JM	eagle fern	2118	kua55	kua55	k u/w a ⁵⁵	2118	
4424	ZC	eagle fern	2118	kua55	kua55	k u/w a ⁵⁵	2118	
4425	MZL	eagle fern	2118	kua44	kua44	k u/w a ⁴⁴	2118	
1293	PB	ear; spike	407	truæn2	truæn2	t r u/w æ n ²	407	
1294	TL	ear; spike	407	tjuaŋ33	tjuaŋ33	t j u/w a ŋ ³³	407	
1295	GX	ear; spike	407	tsuan22	tsuan22	ts u/w a n ²²	407	
1296	EQ	ear; spike	407	tzE22	tzE22	t z ᴇ/ɛ ²²	407	
1297	EG	ear; spike	407	tɕya22	tɕya22	tɕ y a ²²	407	
1298	JM	ear; spike	407	ʈõ22	ʈõ22	ʈ õ ²²	407	
1299	JX	ear; spike	407	tsuan33	tsuan33	ts u/w a n ³³	407	
1300	DS	ear; spike	407	tʂuɚ̃33	tʂuɚ̃33	ʈʂ u/w ɚ̃/ə̃ ³³	407	
1301	ZC	ear; spike	407	tsuɛ33	tsuɛ33	ts u/w ɛ ³³	407	
1302	MZL	ear; spike	407	tsuɚ33	tsuɚ33	ts u/w ɚ ³³	407	
2676	PB	early	1018	tsu2	tsu2	ts u ²	1018	
2677	TL	early	1018	tɕyi33	tɕyi33	tɕ y/ɥ i ³³	1018	
2678	GX	early	1018	tɕy22	tɕy22	tɕ y ²²	1018	
2679	EQ	early	1018	tɕyi22	tɕyi22	tɕ y/ɥ i ²²	1018	
2680	EG	early	1018	tɕyi22	tɕyi22	tɕ y/ɥ i ²²	1018	
2681	JM	early	1018	tsyi22	tsyi22	ts y/ɥ i ²²	1018	
2682	JX	early	1018	tsu33	tsu33	ts u ³³	1018	
2683	DS	early	1018	tsu33	tsu33	ts u ³³	1018	
2684	ZC	early	1018	tsu33	tsu33	ts u ³³	1018	
2685	MZL	early	1018	tsu33	tsu33	ts u ³³	1018	
1579	PB	earrings	484	ɢoŋ1	ɢoŋ1	ɣ o ŋ ¹	484	
1580	TL	earrings	484	qoŋ35	qoŋ35	q o ŋ ³⁵	484	
1581	GX	earrings	484	(tɕien22)	tɕien22	tɕ i/j e n ²²	2209	
1582	EQ	earrings	484	ko22	ko22	k o ²²	484	
1583	EG	earrings	484	ko21	ko21	k o ²¹	484	
1584	JM	earrings	484	kõ21	kõ21	k õ ²¹	484	
1585	JX	earrings	484	kõ21	kõ21	k õ ²¹	484	
1586	DS	earrings	484	koŋ31	koŋ31	k o ŋ ³¹	484	
1587	ZC	earrings	484	ku21	ku21	k u ²¹	484	
1588	MZL	earrings	484	koŋ21	koŋ21	k o ŋ ²¹	484	
129	PB	earth	22	di3	di3	d i ³	22	
130	TL	earth	22	ʑi21	ʑi21	ʑ i ²¹	22	
131	GX	earth	22	dʑi42	dʑi42	dʑ i ⁴²	22	
132	EQ	earth	22	dʑi42 3	dʑi42 3	dʑ i ⁴² + # ³	22	
133	EG	earth	22	tɕi42	tɕi42	tɕ i ⁴²	22	
134	JM	earth	22	dʑi42	dʑi42	dʑ i ⁴²	22	
135	JX	earth	22	tɕi31	tɕi31	tɕ i ³¹	22	
136	DS	earth	22	tɕi31	tɕi31	tɕ i ³¹	22	
