ID	STRUCTURE	FREQUENCY	ProtoBai	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	Tuoluo	Zhoucheng	COGNATESETS	CONCEPTS
840-1	i	1	g	k	Ø	g	Ø	Ø	k	k	g	kʰ	3469:0	roast in fire
595-2	i	2	dʑ	tɕ	dʑ	dʑ	dʑ	tɕ	tɕ	t	ʑ	k	3106:0, 4166:0	pheasant / straw or palm-bark rain cape
206-1	i	1	dʑ	tɕ	dz	dz	dʑ	tɕ	tɕ	tɕʰ	ʐ	tɕ	1706:0	friend
492-1	i	1	dʑ	tɕ	ts	ts	dʑ	ts	tɕ	tɕ	ʑ	tɕ	5214:0	yesterday
558-1	i	1	dʑ	ts	dʑ	dʑ	dz	dʑ	ts	dz	Ø	ts	1925:0	have (you)
619-1	i	1	dʑ	tɕ	ɕ	dz	dz	Ø	tɕ	tɕ	ʐ	tɕ	3712:0	shave (the head)
739-1	i	1	dʑ	tɕ	tɕʰ	dʑ	dʑ	Ø	tɕ	Ø	ʑ	tɕ	3319:0	pull; tug
851-2	i	2	dz	ts	tɕ	ts	dz	tɕ	Ø	ɣ	z	ts	3896:0, 249:0	ant / soak; steep
146-1	i	1	dz	ts	ts	ts	dz	ts	ts	tsʰ	z	ts	798:0	chisel
239-1	i	1	dz	ts	ts	ts	dz	ts	ts	ts	z	ts	2018:0	hide
57-5	i	5	d	ʈʂ	dʑ	d	ɖʐ	ɖ	ts	dz	d	ts	929:0, 4763:0, 378:0, 1651:0, 3162:0	bark / classifier [tree] / forest / pillar / tree
153-2	i	2	d	t	tɕ	d	d	ʈ	t	t	d	t	839:0, 3986:0	classifier [birds] / speech; words; language
342-2	i	2	d	t	d	d	d	d	t	t	d	t	3052:0, 1361:0	earth quake / pea; bean
354-2	i	2	d	t	t	t	d	t	t	tʰ	d	t	3150:0, 4056:0	pig / step on; tread
407-2	i	2	d	ʈʂ	tɕ	d	dz	ʈ	ts	ts	d	ts	4034:0, 1841:0	good / steam
916-2	i	2	d	-	tɕ	d	Ø	tɕ	Ø	Ø	d	Ø	3802:0, 1652:0	bark / forest / skin
118-1	i	1	d	kʰ	tɕʰ	t	dz	tɕʰ	ts	tɕʰ	d	ts	474:0	bed
122-1	i	1	d	t	d	d	d	d	t	d	d	t	512:0	big
188-1	i	1	d	tɕ	tɕ	dʑ	dʑ	dʑ	tɕ	t	ʑ	tɕ	1348:0	earth
232-1	i	1	d	t	tɕ	t	d	ʈ	t	t	d	t	1958:0	head
263-1	i	1	d	ʈʂ	tɕ	t	ts	ʈ	ts	tsʰ	t	ts	2245:0	ladle
283-1	i	1	d	ʈʂ	tɕ	tʲ	dʑ	ʈ	ts	ts	d	ts	2450:0	long
323-1	i	1	d	tɕ	tɕ	tɕ	dʑ	tɕ	tɕ	tʰ	ʑ	tɕ	2848:0	nephew
345-1	i	1	d	t	t	t	d	t	t	t	d	t	3064:0	peach
412-1	i	1	d	ʈʂ	tɕ	t	dz	ʈ	ts	tsʰ	d	ts	4143:0	stone
424-1	i	1	d	ʈʂ	tɕ	tʲ	dz	ʈ	ts	ts	d	ts	4238:0	tea
433-1	i	1	d	t	t	d	d	ɖ	t	d	d	t	4315:0	the upper part; up reaches; above
435-1	i	1	d	ts	t	ts	d	d	ts	d	d	ts	4336:0	thief
453-1	i	1	d	ʈʂ	t	tʲ	d	ʈ	ts	tsʰ	d	ts	4731:0	tongue
458-1	i	1	d	t	t	t	t	k	t	t	d	s	4774:0	trip-hammer for hulling rice
473-1	i	1	d	tʲ	t	t	t	t	t	t	t	t	4976:0	wait
568-1	i	1	d	ʈʂ	dz	t	Ø	ʈ	ts	ts	d	ts	2174:0	intestine; guts
924-1	i	1	d	Ø	t	d	Ø	t	Ø	Ø	Ø	t	4571:0	to drop
71-8	i	8	b	p	p	b	b	p	p	p	b	p	1618:0, 3855:0, 2163:0, 4462:0, 441:0, 2506:0, 4475:0, 4491:0	be numb / float / interest / low; short / smooth / to be ill / to bet / to block (the wind)
93-6	i	6	b	p	p	p	b	p	p	p	b	p	379:0, 3010:0, 4657:0, 247:0, 645:0, 2062:0	ant / bark / breasts / hoof / pare/peel with a knife / skin / to rake (the fields)
488-3	i	3	b	p	p	p	b	p	p	pʰ	b	p	5111:0, 2375:0, 4647:0	lift (the lid) / to poke; insert / white
257-2	i	2	b	p	p	b	b	b	p	b	b	p	2118:0, 4165:0	hug / straw or palm-bark rain cape
773-2	i	2	b	v	v	v	b	v	Ø	p	v	ɕ	4613:0, 712:0	carry (shoulder) / to owe (money)
793-2	i	2	b	f	Ø	f	b	Ø	f	pʰ	v	p	523:0, 4433:0	bind; tie up / tie (a cow) to
819-2	i	2	b	p	b	Ø	b	b	Ø	p	b	p	1947:0, 3624:0	he / lake / sea
895-2	i	2	b	-	-	v	b	w	Ø	p	v	-	2731:0, 711:0	carry (shoulder) / muntjac; barking deer
242-1	i	1	b	b	b	b	b	b	p	p	b	b	2040:0	hillside; mountain slope
710-1	i	1	b	Ø	w	f	b	w	v	k	v	Ø	2207:0	kettle; pot
717-1	i	1	b	p	Ø	p	p	p	p	p	Ø	p	2355:0	leopard; panther
735-1	i	1	b	Ø	tɕ	p	dʑ	tɕ	p	tsʰ	ʐ	Ø	3297:0	pull up (weeds)
801-1	i	1	b	p	Ø	p	b	Ø	p	Ø	b	pʰ	1026:0	compensate
874-1	i	1	b	-	Ø	j	j	Ø	Ø	b	v	Ø	831:0	classifier [back of firewood]
920-1	i	1	-	tɕʰ	Ø	Ø	tɕʰ	Ø	tɕʰ	Ø	tɕʰ	Ø	4366:0	thousand
19-16	c	16	ŋ	-	-	-	ŋ	-	-	ŋ	ŋ	-	916:3, 1294:2, 2428:2, 4315:3, 4400:2, 1423:2, 4909:2, 1066:2, 3043:2, 5204:2, 1653:2, 2755:3, 3986:2, 667:3, 4217:2, 133:2	Han Chinese / brothers / classifier [sheet of paper] / corpse / dry / empty / forest / high / liver / musk / pave; lay / speech; words; language / sweat / teach / the upper part; up reaches; above / three / vat; jar / yellow
26-10	c	10	ŋ	ŋ	-	-	ŋ	-	-	ŋ	ŋ	-	763:3, 1851:3, 2018:2, 3634:3, 853:2, 1682:3, 1762:3, 3975:3, 4591:3, 4987:3	chaff; bran / classifier [clothes] / fragrant (smell) / garlic / grandson / hide / seed / sour / to itch/tickle / want; need
20-6	c	6	ŋ	-	-	-	-	-	n	n	-	-	1184:3, 2740:3, 2837:3, 3362:3, 4227:3, 5019:3	deep / mushroom / needle / real / swell / wave; wield
177-5	c	5	ŋ	-	-	-	-	-	-	ŋ	ŋ	-	1252:2, 4742:3, 907:2, 2355:3, 940:2	classifier [sack of rice] / classifier [weight unit] / dragon / leopard; panther / trace; track
41-3	c	3	ŋ	-	-	-	-	-	-	-	-	-	1816:2, 2720:3, 5192:3	glutinous rice / muddy; turbid / worm
50-3	c	3	ŋ	-	-	-	ŋ	-	-	-	ŋ	-	474:3, 1991:2, 1286:2	bed / drum / heavy
74-3	c	3	ŋ	ŋ	-	-	ŋ	ŋ	-	ŋ	ŋ	-	1794:2, 4854:2, 4625:2	ginger / to pen in (sheep) / two
63-2	c	2	ŋ	ŋ	-	-	n	-	-	ŋ	ŋ	-	1337:3, 1751:3	earrings / garden (plot)
77-2	c	2	ŋ	-	-	-	-	-	-	-	ŋ	-	2040:3, 2051:2	hillside; mountain slope / hoe (large)
353-2	c	2	ŋ	ŋ	-	-	-	-	-	-	-	-	3139:2, 3469:2	pick up (food with chopstick) [fasten the belt] / roast in fire
698-2	c	2	ŋ	-	Ø	-	ŋ	Ø	-	n	ŋ	-	1119:3, 3184:3	cut up (vegetable) / pine
747-2	c	2	ŋ	Ø	ŋ	-	-	ŋ	-	ŋ	ŋ	v	3576:2, 5250:2	cold / scar / younger sister
99-1	c	1	ŋ	ŋ	-	-	ŋ	-	ŋ	ŋ	ŋ	-	21:2	(head) ache
105-1	c	1	ŋ	-	-	-	ŋ	ŋ	-	ŋ	ŋ	-	236:2	alcoholic beverage
174-1	c	1	ŋ	ŋ	-	-	ŋ	-	g	ŋ	ŋ	-	1230:3	dog
197-1	c	1	ŋ	-	-	-	ŋ	-	n	-	-	-	1518:2	fight
212-1	c	1	ŋ	-	ŋ	-	ŋ	-	-	ŋ	ŋ	-	1731:3	frost
285-1	c	1	ŋ	-	-	-	-	-	-	ŋ	-	-	2450:3	long
317-1	c	1	ŋ	-	-	-	n	-	n	-	ŋ	-	2791:3	nail; tack
331-1	c	1	ŋ	-	ŋ	-	-	-	-	ŋ	-	-	2928:2	onion, scallion
367-1	c	1	ŋ	-	-	-	ŋ	-	ŋ	ŋ	ŋ	-	3454:2	river
371-1	c	1	ŋ	ŋ	-	ŋ	ŋ	-	-	-	ŋ	-	3525:2	salty
395-1	c	1	ŋ	-	-	-	-	-	n	-	ŋ	-	3855:2	smooth
566-1	c	1	ŋ	-	ŋ	-	ŋ	-	-	-	ŋ	Ø	2141:3	ice
571-1	c	1	ŋ	ŋ	-	-	Ø	-	-	ŋ	-	-	2174:3	intestine; guts
586-1	c	1	ŋ	-	-	-	n	-	-	Ø	ŋ	-	2622:3	monkey
604-1	c	1	ŋ	Ø	-	-	-	-	-	-	n	-	3330:3	pus
692-1	c	1	ŋ	-	Ø	-	ŋ	Ø	-	n	-	-	490:3	bee
702-1	c	1	ŋ	Ø	-	-	-	-	n	-	-	Ø	1609:3	fling; toss
880-1	c	1	Ø	Ø	-	-	-	-	Ø	-	Ø	v	1155:3	daughter
9-19	c	19	n	n	-	-	n	-	n	n	n	-	267:3, 1575:3, 1829:3, 1969:3, 2291:3, 2859:3, 3813:2, 4411:2, 4787:3, 2517:3, 2827:3, 2195:3, 3518:3, 3745:2, 3095:3, 4366:3, 3624:2, 4205:2, 4261:3	arrow / boat; ship / firewood / gold / heart / jar / lake / lay (eggs) / lukewarm / near / new / person / salt / sea / sickle / silver / sky / sun / tear up, rip / thousand / thunder / to plait / to thunder / turn around
28-13	c	13	n	-	-	-	n	-	n	-	ŋ	-	2395:3, 3214:2, 3953:3, 4023:3, 4462:2, 5009:3, 64:2, 3712:3, 3964:2, 65:3, 1056:2, 1315:3, 1841:3	(soul); spirit / copper, bronze / ear; spike / good / light / plank; board / shave (the head) / sound / soup / star / to be ill / watery/thin (porridge)
35-5	c	5	n	n	-	-	n	-	n	-	n	-	775:3, 1401:2, 4293:3, 1980:3, 3075:3	change / egg / heat up (cold rice) / peppery / tendon; sinew
40-4	c	4	n	n	-	-	n	-	n	n	-	-	1473:3, 4154:3, 4940:3, 886:3	classifier [length unit] / far / straight / vertical, be standing
55-2	c	2	n	-	-	-	n	-	-	-	ŋ	-	896:2, 3689:2	classifier [room] / shadow
357-2	c	2	n	-	-	-	-	-	-	n	-	-	3172:3, 4176:3	pillow / stretch out (the arm)
661-2	c	2	n	n	-	-	n	-	-	n	n	-	5059:3, 359:3	bamboo food steamer / weigh (food)
362-1	c	1	n	n	-	-	-	-	-	n	n	-	3308:2	pull/lead (a cow) along
393-1	c	1	n	n	-	-	-	-	n	n	n	-	3835:3	smoke
452-1	c	1	n	-	-	-	-	-	-	-	n	-	4720:2	today
495-1	c	1	n	n	-	-	-	-	-	-	n	-	5214:3	yesterday
544-1	c	1	n	-	-	-	n	Ø	-	-	n	-	1462:3	eye
614-1	c	1	n	-	-	Ø	n	-	-	n	ŋ	-	3504:3	round
665-1	c	1	n	-	-	Ø	n	-	-	n	n	-	5152:3	wind
23-9	c	9	-	-	-	-	-	-	-	n	-	-	2540:3, 4034:3, 4336:3, 5048:3, 5225:2, 3106:3, 141:2, 2002:2, 2143:3	I / hedgehog / ice / maggot / pheasant / steam / thief / weave; knit / you
18-7	c	7	-	-	-	-	ŋ	-	-	-	-	-	632:2, 1263:2, 2644:3, 4185:2, 5071:2, 1433:2, 2664:2	brains / dream / escape; run away / moon / mosquito / stroke; touch / wheat
34-7	c	7	-	-	-	-	n	-	-	-	-	-	700:2, 1241:2, 2269:2, 1742:2, 2754:2, 831:3, 3194:2	cane, vine / classifier [back of firewood] / door / fully recover (from an illness) / late / musk / pine torches
252-7	c	7	-	-	-	-	-	-	n	-	-	-	2085:2, 2576:2, 4412:2, 4452:3, 2474:2, 1:2, 2805:3	(birds)cry/chirp / horse / loud / mare / name / thunder / tile / to thunder
79-4	c	4	-	-	-	-	-	-	-	ŋ	-	-	2074:2, 2674:2, 1598:2, 4069:2	five / horn / mother / stepmother
903-3	c	3	-	-	Ø	Ø	-	Ø	-	Ø	ŋ	-	1154:3, 5247:3, 3922:2	daughter / soil; earth / younger sister
256-2	c	2	-	n	-	-	-	-	-	-	n	-	2096:3, 4525:3	hot / to burn
678-2	c	2	-	-	-	-	-	-	n	-	ŋ	-	161:3, 4900:2	[castrate (chicken)] / used, old
784-2	c	2	-	-	-	-	ŋ	-	-	-	n	-	5082:2, 5181:3	wheat straw / woman
277-1	c	1	-	-	-	-	n	-	n	-	ŋ	-	2406:3	listen
296-1	c	1	-	ŋ	-	-	ŋ	ŋ	-	-	-	-	2632:3	month
304-1	c	1	-	-	-	-	-	-	-	n	n	-	2685:3	mountain
336-1	c	1	-	ŋ	-	-	ŋ	-	-	-	-	-	2952:3	outside
479-1	c	1	-	n	-	-	-	-	-	-	-	-	5037:3	wear (a hat)
512-1	c	1	-	Ø	-	-	n	-	n	-	-	-	412:2	be blind
749-1	c	1	-	ŋ	Ø	-	ŋ	Ø	-	ŋ	ŋ	-	3723:3	sheep (general)
