ID	STRUCTURE	FREQUENCY	ProtoBai	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	Tuoluo	Zhoucheng	COGNATESETS	CONCEPTS
359-2	t	2	²	³³	²²	²²	²²	⁴²	³³	³³	³³	³³	3214:3, 4326:2	plank; board / thick
510-2	t	2	²	³³	²²	Ø	²²	⁵⁵	³³	³³	³³	³³	327:2, 4525:4	back, behind / to burn
537-2	t	2	²	³³	⁵⁵	²²	⁵⁵	²²	³³	³³	³³	³³	1206:3, 1840:2	direction; orientation / good
592-2	t	2	²	³³	⁵⁵	²²	²²	⁵⁵	³³	³³	³³	³³	2827:4, 3319:3	near / pull; tug
682-2	t	2	²	²¹	²²	²²	²²	²²	²¹	²¹	³³	²¹	207:3, 441:3	a half / be numb
730-2	t	2	²	⁴²	²²	²²	²²	²²	³¹	⁵⁵	⁵⁵	³³	3205:3, 4488:2	piss; pee / to block (the wind)
771-2	t	2	²	³³	Ø	²²	²²	Ø	³³	³³	³³	⁴⁴	4591:4, 4967:3	to itch/tickle / vomit/throw up
806-2	t	2	²	³⁵	⁵⁵	²⁴	Ø	⁴²	⁵⁵	⁵⁵	Ø	³⁵	1074:2, 1654:3	correct; right / forest
821-2	t	2	²	³³	²²	³³	³³	²²	³³	³³	³³	²¹	2010:2, 3624:3	hemp / lake / sea
872-2	t	2	²	³³	Ø	²²	⁴²	⁴²	⁵⁵	⁵⁵	³³	³³	300:2, 304:2	at night; in the evening
877-2	t	2	²	⁴²	²²	⁴³	⁴²	Ø	Ø	³³	³³	Ø	831:4, 2205:2	classifier [back of firewood] / kettle; pot
888-2	t	2	²	³¹	⁴²	²¹	²¹	⁴²	Ø	⁴²	⁴²	²¹	1874:2, 711:3	carry (shoulder) / grind (flour) / twist (a tower)
906-2	t	2	²	³³	Ø	²²	²²	Ø	²¹	³³	⁴⁴	³³	1445:2, 5250:3	cold / exchange / younger sister
127-1	t	1	²	³³	²²	²²	²²	²²	²²	³³	³³	³¹	556:3	bitter
167-1	t	1	²	³³	²²	²²	²²	²²	⁵⁵	³³	³³	³³	1035:3	cook; boil
202-1	t	1	²	³¹	²²	²²	²²	²²	³³	⁴⁴	³³	³³	1544:3	finger
245-1	t	1	²	³³	²²	²²	²²	²²	³¹	⁴⁴	³³	³³	2040:4	hillside; mountain slope
249-1	t	1	²	³³	²²	⁴³	²²	²	³³	³³	²¹	⁴⁴	2064:2	hoof / man
282-1	t	1	²	³³	²²	²²	²²	²²	⁴²	⁵⁵	³³	³³	2439:2	lock (the door)
311-1	t	1	²	⁵⁵	²²	-	²²	²²	³³	³³	³³	³³	2740:4	mushroom
399-1	t	1	²	³³	²²	²²	²²	²²	³³	²²	³³	³³	3866:3	snake
411-1	t	1	²	³³	²¹	²¹	²¹	²¹	³³	³³	³³	³³	4068:2	next year / stepmother
467-1	t	1	²	³³	³³	²²	³³	³³	³³	³³	³³	³³	4854:3	two
470-1	t	1	²	⁵⁵	²²	²²	²²	²²	⁵⁵	³³	³³	⁵⁵	4866:3	uncle (mother's brother)
474-1	t	1	²	⁴⁴	⁴⁴	⁵⁵	²⁴	⁵⁵	⁴⁴	⁴⁴	⁴²	⁴⁴	4976:3	wait
583-1	t	1	²	³³	²¹	²²	²²	²²	³³	Ø	³³	³³	2576:3	mare
589-1	t	1	²	³³	²²	²¹	²⁴	Ø	³³	³³	³³	³³	2771:3	nail
598-1	t	1	²	³³	Ø	³³	²²	²²	³³	³³	³³	³⁵	3106:4	pheasant
716-1	t	1	²	³³	⁴²	⁵⁵	Ø	Ø	³³	³³	³³	³³	2303:3	leaf
760-1	t	1	²	-	Ø	²²	²²	Ø	³³	³³	³³	³³	4112:3	stir-fry; stir
789-1	t	1	²	³³	²²	Ø	Ø	²²	³³	³³	³⁵	³³	5181:4	woman
913-1	t	1	²	³³	Ø	Ø	Ø	Ø	²¹	³³	³	Ø	2965:3	paddy fields
950-1	t	1	-	⁴⁴	Ø	Ø	Ø	Ø	⁴⁴	Ø	Ø	Ø	1896:2	hair
699-2	n	2	ɯ̃	ə̃	ɯ̃	ɯ	ɯ	ɯ̃	ə̃	ə	ɯ̃	ɯ	1274:0, 304:1	at night; in the evening / drink
782-2	n	2	ɯ̃	o	ɯ	ɯ	ɯ	ɯ̃	Ø	əɯ	e	ɯ	4900:1, 248:1	ant / used, old
333-1	n	1	ɯ̃	ɯ	ɯ	ɯ	e	ɯ̃	ɯ	ə	ə̃	ɯ	2941:1	open
408-1	n	1	ɯ̃	ẽ	i	ɯ	ẽ	ɯ̃	ə̃	e	ĩ	ɯ	4034:2	steam
469-1	n	1	ɯ̃	ou	ɯ	ɯ	ɯ	ɯ̃	ou	əɯ	ɯ	ou	4866:2	uncle (mother's brother)
708-1	n	1	ɯ̃	u	Ø	ɯ	e	Ø	ə̃	ə	ẽ	ɯ	1742:1	fully recover (from an illness)
900-1	n	1	ɯ̃	Ø	Ø	ɯ	æ	ɯ̃	Ø	ɯ	ɯ	Ø	4501:1	to borrow (money)
58-7	n	7	ɯ	ɯ	i	ɯ	i	ɯ	ɯ	əɯ	ɯ	ɯ	929:2, 4763:2, 2771:2, 378:1, 1651:1, 4891:2, 3162:2	bark / classifier [tree] / forest / nail / pillar / tree / use or lean on (a walking stick)
68-3	n	3	ɯ	ɯ	i	ɯ	i	i	ɯ	əɯ	ɯ	ɯ	1543:2, 1914:2, 3802:2	bark / finger / hand / skin
73-3	n	3	ɯ	ɯ	ɯ	ə	i	ɯ	ə	əɯ	ɯ	ɯ	1773:1, 4976:2, 3351:1	get; acquire / read / wait
111-3	n	3	ɯ	ɯ	ɯ	ɯ	u	ɯ	ɯ	əɯ	ɯ	ɯ	316:1, 4537:1, 1445:1	axe / exchange / to change
103-2	n	2	ɯ	ɯ	ɯ	ɯ	ɯ	ɯ	ɯ	ɯ	ɯ	ɯ	93:1, 3443:1	(water flow) / ride
155-2	n	2	ɯ	ə	i	ɯ	i	ɯ	ə	əɯ	ɯ	ɯ	839:2, 1652:2	classifier [birds] / forest
169-2	n	2	ɯ	ɯ	ɯ	ɯ	e	ɯ	ɯ	ɯ	ə	ɯ	1143:1, 3352:1	black / dark / read
190-2	n	2	ɯ	ɯ	i	ɯ	u	i	ɯ	i	u	ɯ	1390:1, 4952:1	eat / village
485-2	n	2	ɯ	ə̃	ɯ	ɯ	o	ɯ	ə̃	ə̃ɯ	ɯ	ɯ	5071:1, 5082:1	wheat / wheat straw
129-1	n	1	ɯ	u	ɯ	ɯ	u	ɯ	ɯ	əɯ	ɯ	əɯ	599:1	blow (the trumpet)
163-1	n	1	ɯ	ɯ	ɯ	ɯ	a	ɯ	ɯ	ɯ	ɯ	ɯ	1001:1	cold
178-1	n	1	ɯ	ə̃	ɯ̃	ɯ	o	ɯ	ə̃	əɯ	o	ɯ	1263:1	dream
204-1	n	1	ɯ	u	ɯ	ɯ	u	ɯ	ɯ	əɯ	ɯ	ɯ	1618:1	float
221-1	n	1	ɯ	i	i	ɿ	i	i	i	əɯ	i	ɯ	1805:1	give
231-1	n	1	ɯ	u	ɯ	ɯ	u	u	u	əɯ	ɯ	u	1936:1	have eaten one's fill
234-1	n	1	ɯ	i	u	u	i	o	ə	a	ɯ	ɯ	1958:2	head
258-1	n	1	ɯ	u	ɯ	ɯ	u	u	u	ɯ	ɯ	o	2118:1	hug
292-1	n	1	ɯ	i	i	i	i	i	i	i	ɯ	i	2565:2	many
328-1	n	1	ɯ	ɯ	i	ɯ	i	i	ɯ	əɯ	i	ɯ	2889:2	nine
343-1	n	1	ɯ	ɯ	ɯ	ɯ	i	ɯ	ə̃	ɯ	ɯ	ɯ	3052:2	pea; bean
378-1	n	1	ɯ	ɯ	ɯ	ɯ	e	ɯ	ɯ	ə	ə	ɯ	3612:1	fill (a bowl with rice) / scoop up (water); ladle out
410-1	n	1	ɯ	ɯ	ɯ	ɯ	e	ɯ	ə	ə	ɯ	ɯ	4068:1	next year / stepmother
439-1	n	1	ɯ	ou	ɯ	ɯ	ɯ	ɯ	ou	ɯ	ɯ	ɯ	4377:1	thread
471-1	n	1	ɯ	ɯ	i	ɿ	e	ɯ	ɯ	əɯ	i	ɯ	4918:1	vegetable
478-1	n	1	ɯ	ə	ɯ	ə	i	ẽ	ə̃	ɯ	ɯ	ɯ	5037:2	wear (a hat)
483-1	n	1	ɯ	ə̃	i	ɯ	i	ɯ	i	e	ɯ	i	5048:2	weave; knit
509-1	n	1	ɯ	ɯ	ɯ̃	Ø	e	ẽ	eə	ə	ɯ	ɯ	327:1	back, behind
518-1	n	1	ɯ	ə	ɯ	ɯ	e	Ø	ə	əɯ	e	ɯ	752:1	cattle
540-1	n	1	ɯ	ə̃	ɯ	ɯ	o	ɯ	õ	Ø	ɯ	o	1433:1	escape; run away
559-1	n	1	ɯ	ɯ	i	ɯ	i	i	i	əɯ	Ø	ɯ	1925:1	have (you)
587-1	n	1	ɯ	õ	Ø	ɯ	o	o	ə̃	o	ɯ	ɯ	2664:1	mosquito
618-1	n	1	ɯ	ɯ	ɯ	ɯ	e	ɯ	ɯ	əɯ	Ø	ɯ	3667:1	sell
638-1	n	1	ɯ	ɯ	ɯ	ɯ	Ø	ɯ	ɯ	ʯ	ə	ɯ	4581:1	to hook
654-1	n	1	ɯ	ɯ	i	ɯ	i	Ø	ɯ	ou	ɯ	ɯ	4929:1	vegetable oil
689-1	n	1	ɯ	i	i	ɯ	i	i	Ø	i	ɯ	Ø	422:2	be hungry
709-1	n	1	ɯ	Ø	u	ɯ	u	ɯ	Ø	ə	ɯ	ɯ	2163:1	interest
729-1	n	1	ɯ	Ø	ɛ	ɯ	i	ə	Ø	ə̃	i	i	3205:2	piss; pee
765-1	n	1	ɯ	ẽ	Ø	ɯ	e	ɯ̃	ẽ	əɯ	Ø	ɯ	4326:1	thick
772-1	n	1	ɯ	ɯ	Ø	Ø	ɯ	ɯ	ə	ɯ	ɯ	ɯ	4602:1	to leak
795-1	n	1	ɯ	Ø	ɯ	ɯ	ɯ	ɯ	Ø	əɯ	ɯ	Ø	579:1	bladder
855-1	n	1	ɯ	Ø	Ø	ɯ	ɯ	ɯ	Ø	əɯ	ɯ̃	u	4799:1	turtledove
861-1	n	1	ɯ	ə	Ø	ɯ	i	Ø	ə	ɯ	ɯ	Ø	5143:1	willow
53-3	n	3	ɛ	e	ɛ	ɛ	e	e	e	e	ɛ	e	700:1, 2269:1, 3194:1	cane, vine / late / pine torches
355-3	n	3	ɛ	e	ɛ	ɛ	ɛ	e	e	ɛ	ɛ	e	3150:1, 979:1, 4647:1	cloth / pig / to poke; insert
546-3	n	3	ɛ	ʯ	ɛ	ɛ	u	e	ʯ	i	ə	ʯ	1484:2, 4752:1, 3997:1	fart / spit (noun or verb?) / transplant (rice seedling); insert
626-2	n	2	ɛ	e	ɛ	Ø	ɛ	e	i	ɛ	e	e	3885:2, 4834:2	snow / twist (a tower)
145-1	n	1	ɛ	e	ɛ	ɛ	ɛ	ɛ̃	i	e	ɛ	e	786:1	chicken
175-1	n	1	ɛ	e	ɛ	ɛ	ə	e	e	e	ɛ	e	1241:1	door
401-1	n	1	ɛ	e	ɛ	ɛ	ɛ	e	i	e	ɛ	e	3921:1	mud / soil; earth
436-1	n	1	ɛ	ẽ	i	ɿ	ɛ	e	ɯ	e	e	ɯ	4336:2	thief
455-1	n	1	ɛ	e	i	ɛ	ɛ	ə	e	ɛ	e	e	4731:2	tongue
460-1	n	1	ɛ	i	i	i	ɛ	e	i	ɛ	e	ɯ	4774:2	trip-hammer for hulling rice
536-1	n	1	ɛ	ʯ	u	ɛ	u	e	ʯ	Ø	ə	o	1206:2	direction; orientation
684-1	n	1	ɛ	e	ɛ	Ø	ɛ	e	a	ɛ	ɛ	Ø	338:2	bad (things)
712-1	n	1	ɛ	Ø	i	ɛ	u	e	u	a	ə	Ø	2207:2	kettle; pot
733-1	n	1	ɛ	Ø	i	i	ɛ	i	i	ɛ	e	Ø	3235:2	plougshare
742-1	n	1	ɛ	e	ɛ̃	ɛ	Ø	e	ɛ	ɛ	ɛ	Ø	3384:1	resin, colophony
743-1	n	1	ɛ	e	ɛ	ɛ	e	e	e	o	Ø	Ø	3477:1	root
752-1	n	1	ɛ	i	Ø	ɛ	ɛ	Ø	i	i	e	e	4012:2	squeeze (for milk)
775-1	n	1	ɛ	õ	ɛ	ɛ	u	Ø	Ø	i	ə	ou	4613:2	to owe (money)
871-1	n	1	ɛ	e	Ø	Ø	Ø	Ø	ẽ	o	ɛ	e	300:1	at night; in the evening
926-1	n	1	ɛ	Ø	Ø	Ø	ɛ	Ø	Ø	i	ɛ	i	4967:2	vomit/throw up
365-1	n	1	ə	e	i	i	i	i	e	ɛ	i	e	3409:1	rice
91-4	n	4	ɔ	ou	o	o	ao	o	ou	o	ɔ	o	3757:1, 4238:2, 2107:1, 724:1	cat / house / sieve; sifter / tea / tiger
123-3	n	3	ɔ	ou	o	a	a	o	ou	o	ɔ	o	512:1, 2108:1, 1519:1	big / fight / house
157-3	n	3	ɔ	u	o	o	o	o	ou	o	ɔ	o	863:2, 2976:2, 1075:1	classifier [grain] / correct; right / paddy rice
497-2	n	2	ɔ	õ	o	o	a	o	ou	e	ɔ	o	5225:1, 141:1	I / you
715-2	n	2	ɔ	o	i	o	ɛ	Ø	ou	o	ɔ	o	2303:2, 993:1	cloud / leaf
805-2	n	2	ɔ	ou	o	o	a	ʯ	ou	o	o	o	1074:1, 2911:1	correct; right / old lady
820-2	n	2	ɔ	u	o	a	a	o	i	ə	o	o	1947:1, 4474:1	he / to bet
114-1	n	1	ɔ	au	o	o	ao	ao	ou	o	ɔ	o	400:1	barley
166-1	n	1	ɔ	o	u	u	ao	u	ʯ	ʯ	ʯ	ʯ	1035:2	cook; boil
250-1	n	1	ɔ	o	o	o	ao	o	ʯ	o	o	ʯ	2074:1	horn
266-1	n	1	ɔ	i	y	u	u	u	ou	əɯ	ɔ	o	2280:1	laugh
281-1	n	1	ɔ	u	o	o	u	o	ou	o	ɔ	o	2439:1	lock (the door)
288-1	n	1	ɔ	u	o	o	ao	o	ou	o	ɔ	o	2495:1	love; like
293-1	n	1	ɔ	ou	u	u	u	o	ou	o	ɔ	ou	2611:1	medicine
346-1	n	1	ɔ	a	o	o	ao	o	ɑ	ə	ɔ	a	3064:1	peach
374-1	n	1	ɔ	ou	o	o	ao	o	ou	a	o	o	3536:2	sand
420-1	n	1	ɔ	õ	u	ɯ	o	o	õ	o	ɔ	ou	4185:1	stroke; touch
449-1	n	1	ɔ	ou	ʯ	o	ao	ʯ	ou	ə	ɔ	o	4557:1	to cough
487-1	n	1	ɔ	au	u	o	a	o	õ	o	ɔ	o	5100:1	whet (a knife)
519-1	n	1	ɔ	ou	o	o	a	o	ou	Ø	ɔ	o	809:1	chop (firewood)
528-1	n	1	ɔ	Ø	u	u	u	o	ou	o	o	ɑ	1086:1	cry (verb or noun?, should be made clear later on)
608-1	n	1	ɔ	Ø	o	o	ao	o	o	o	ɔ	o	3433:1	rich
643-1	n	1	ɔ	ou	o	u	Ø	u	ou	o	o	ou	4708:0	to water/sprinkle/irrigate
756-1	n	1	ɔ	ou	o	o	Ø	Ø	o	o	ɔ	a	4085:2	stick
828-1	n	1	ɔ	u	Ø	o	ao	Ø	ou	e	Ø	o	2256:1	lake / sea
914-1	n	1	ɔ	Ø	Ø	o	ao	Ø	Ø	ʯ	Ø	i	2977:1	paddy rice
301-2	n	2	ø	ou	o	o	u	o	õ	o	o	o	2674:1, 4069:1	mother / stepmother
830-1	n	1	ø	õ	Ø	o	u	o	õ	Ø	o	Ø	2577:1	mare
11-15	n	15	æ	ə	a	æ	æ	a	a	ə	a	ɛ	32:1, 452:1, 689:1, 1107:2, 1885:1, 3274:1, 3907:1, 742:1, 2600:1, 3128:1, 3373:2, 3566:1, 4412:1, 278:2, 2805:2	(people) crawl / ask; question / be on the other side of (a river) / buy / catch; capture / cut (meat) / guest / meat / name / pick up (food with chopstick) / price / red / scale / soft / thunder / to thunder
84-5	n	5	æ	ə̃	a	æ	a	ã	a	ə̃	a	ɛ	2406:2, 4023:2, 4462:1, 5009:2, 1056:1	copper, bronze / listen / star / to be ill / watery/thin (porridge)
83-3	n	3	æ	ə̃	a	æ	a	ã	a	ə	a	ɛ	2395:2, 3953:2, 1841:2	good / light / sound
259-2	n	2	æ	ə	a	æ	æ	a	a	ə	a	ə	2130:1, 1026:1	compensate / hundred
451-2	n	2	æ	e	a	æ	ɛ	a	i	ĩ	a	ɛ	4720:1, 280:2	ask; question / today
628-2	n	2	æ	ə̃	ã	æ	a	ã	a	ɚ	a	ɛ	3964:1, 1315:2	ear; spike / soup
635-2	n	2	æ	ə	a	æ	ɛ	o	a	ə	a	ɛ	4452:2, 2806:2	name / tile
721-2	n	2	æ	ə	Ø	æ	æ	a	a	ə̃	a	Ø	2474:1, 1:1	(birds)cry/chirp / loud
849-2	n	2	æ	ə	a	æ	æ	e	ɛ	ɚ	Ø	ɛ	3825:2, 3824:2	cliffy; precipitous / slanting; learning
158-1	n	1	æ	ə	a	æ	a	o	ɛ̃	ə̃	a	ɛ	896:1	classifier [room]
196-1	n	1	æ	ə̃	a	a	a	ã	a	ə̃	ɔ	ɛ	1518:1	fight
251-1	n	1	æ	ə	a	æ	æ	o	a	ə	a	ɛ	2085:1	horse
271-1	n	1	æ	ou	a	æ	æ	o	ou	ɚ	a	o	2342:2	leg
312-1	n	1	æ	a	a	a	a	a	a	ə	a	a	2772:1	nail
316-1	n	1	æ	ə̃	i	æ	e	i	a	ə	a	ɛ	2791:2	nail; tack
320-1	n	1	æ	ə	ɛ	a	æ	ə	a	ə	a	ɛ	2816:2	narrow
349-1	n	1	æ	ɑ	a	æ	æ	a	ɑ	ɛ	a	a	3084:2	persimmon
358-1	n	1	æ	ə̃	a	æ	a	õ	a	ə̃	a	ɛ	3214:1	plank; board
389-1	n	1	æ	ə̃	a	æ	a	ã	ɛ̃	ə̃	a	ɛ	3689:1	shadow
394-1	n	1	æ	ə̃	a	ɛ	æ	ã	a	ə̃	a	ɛ	3855:1	smooth
446-1	n	1	æ	ə	a	æ	æ	a	a	ə	ɯ	ɛ	4500:2	to borrow (money) / to borrow (tools)
489-1	n	1	æ	ə	a	a	æ	a	a	ə	a	ɛ	5111:1	white
505-1	n	1	æ	Ø	ə	æ	a	ã	a	ə	a	o	64:1	(soul); spirit
511-1	n	1	æ	Ø	a	æ	e	ã	a	ə	a	ɛ	412:1	be blind
533-1	n	1	æ	ou	Ø	æ	æ	o	a	ə	a	ɛ	1130:1	cut/rip open
582-1	n	1	æ	ə	i	ɛ	æ	o	a	Ø	a	ɛ	2576:1	mare
617-1	n	1	æ	ə	a	æ	æ	a	a	ɛ	Ø	ɛ	3601:1	scissor
621-1	n	1	æ	ə̃	a	ɛ	a	Ø	a	ə̃	a	ɛ	3712:2	shave (the head)
677-1	n	1	æ	e	a	a	ɛ	o	a	Ø	a	Ø	161:2	[castrate (chicken)]
737-1	n	1	æ	Ø	a	a	a	õ	o	ɛ	o	Ø	3297:2	pull up (weeds)
777-1	n	1	æ	ə	Ø	æ	æ	Ø	ɑ	ə	a	ɛ	4657:1	to rake (the fields)
889-1	n	1	æ	Ø	Ø	a	a	a	Ø	e	Ø	a	2002:1	hedgehog
893-1	n	1	æ	a	Ø	a	Ø	Ø	o	a	Ø	a	2375:2	lift (the lid)
822-1	n	1	ã	Ø	u	o	ao	õ	Ø	Ø	o	a	2062:1	hoof
704-2	n	2	Ø	ã	a	a	a	a	a	a	a	a	1695:0, 4965:2	fraud / one / vomit/throw up
887-2	n	2	Ø	u	o	a	ao	o	u	ə	Ø	u	1840:1, 4988:1	good / want; need
935-2	n	2	Ø	Ø	ɯ	Ø	Ø	ɯ̃	ẽ	e	ẽ	ɛ	3624:1, 4284:2	lake / sea / tender young (plant)
573-1	n	1	Ø	o	u	ɿ	i	ĩ	ʯ	u	ə̃	ʯ	2231:1	kneel
576-1	n	1	Ø	o	o	ɿ	i	ə	i	y	ə̃	i	2461:1	lose (a game)
640-1	n	1	Ø	ʯ	ʯ	o	u	ʯ	ʯ	ʯ	ʯ	ʯ	4669:1	saw / to saw
668-1	n	1	Ø	Ø	a	a	a	ã	a	ə̃	a	ɛ	65:2	(soul); spirit
706-1	n	1	Ø	u	õ	u	õ	õ	õ	ɛ	Ø	ou	1717:0	frog
723-1	n	1	Ø	Ø	i	i	e	i	i	i	i	i	2754:1	musk
807-1	n	1	Ø	ʯ̃	Ø	ɛ	ũ	i	ʯ̃	Ø	ə	ʯ	1218:1	divide; share (things)
814-1	n	1	Ø	Ø	i	ɯ	i	e	Ø	ɛ	ɯ	ɯ	1897:2	hair
825-1	n	1	Ø	ou	ɛ	Ø	u	o	ou	o	Ø	ou	2218:1	key
838-1	n	1	Ø	ə	i	Ø	i	õ	ɯ	əɯ	Ø	ɯ	3161:1	pillar
846-1	n	1	Ø	o	Ø	o	u	Ø	ʯ	ʯ	o	ʯ	3790:1	six
852-1	n	1	Ø	õ	e	i	Ø	ə̃	ʯ̃	Ø	ẽ	ʯ	3932:1	soldier
865-1	n	1	Ø	Ø	u	u	u	u	Ø	Ø	o	ou	44:0	(rain) fall / easy
879-1	n	1	Ø	Ø	u	u	õ	u	Ø	õ	Ø	i	1155:2	daughter
885-1	n	1	Ø	Ø	ɯ	ɯ	o	ɯ̃	Ø	o	o	Ø	1653:1	forest
928-1	n	1	Ø	Ø	i	u	u	i	Ø	Ø	Ø	Ø	249:1	ant
937-1	n	1	Ø	Ø	a	ə	Ø	Ø	e	Ø	Ø	e	3734:1	shoe
943-1	n	1	Ø	Ø	Ø	Ø	õ	Ø	ɑ	o	Ø	i	5250:1	cold / younger sister
126-3	n	3	u	u	u	u	u	u	u	u	o	u	556:2, 1360:1, 4135:1	bitter / earth quake / stomach [bird crop]
98-2	n	2	u	o	o	a	a	a	ʯ	o	ʯ	i	21:1, 303:2	(head) ache / at night; in the evening
136-2	n	2	u	u	ʯ	u	u	ʯ	o	ʯ	ʯ	u	656:2, 4473:1	bridge / to bet
183-2	n	2	u	u	i	i	y	i	u	u	i	u	1326:2, 1498:2	early / female genitals
754-2	n	2	u	u	ɯ	ɯ	y	u	u	ɯ	o	u	4045:1, 3922:1	soil; earth / step
790-2	n	2	u	ou	u	u	u	u	ou	o	Ø	u	192:1, 43:1	(rain) fall / [pull up weeds]
812-2	n	2	u	ei	u	u	o	u	ei	ə	ʯ	Ø	1598:1, 4123:1	five / stomach
902-2	n	2	u	u	i	u	y	ə̃	Ø	ʯ	i	u	4522:1, 4166:2	straw or palm-bark rain cape / to burn
104-1	n	1	u	õ	õ	o	o	ə	ʯ̃	o	ʯ	i	236:1	alcoholic beverage
223-1	n	1	u	õ	y	u	ao	y	ʯ	ɯ	ʯ	i	1816:1	glutinous rice
237-1	n	1	u	õ	o	o	o	õ	ʯ̃	õ	ʯ	ʯ	1991:1	heavy
246-1	n	1	u	o	u	o	ao	u	ʯ̃	u	ʯ	ʯ	2051:1	hoe (large)
308-1	n	1	u	o	u	o	ao	u	ʯ̃	ʯ	ʯ	ɯ	2720:2	muddy; turbid
329-1	n	1	u	u	ʯ	u	u	ʯ	u	ʯ	ʯ	u	2900:1	old
330-1	n	1	u	õ	o	o	ə	o	ʯ̃	o	ʯ	i	2928:1	onion, scallion
341-1	n	1	u	u	u	u	y	u	u	əɯ	ʯ	o	3031:2	path; road
381-1	n	1	u	o	u	o	o	õ	ʯ̃	o	ʯ	ʯ	3634:2	seed
383-1	n	1	u	u	u	u	y	y	u	u	ʯ	u	3645:2	seed of Chinese prickly ash
491-1	n	1	u	o	u	o	ao	u	ʯ̃	õ	ʯ	ʯ	5192:2	worm
623-1	n	1	u	u	ɯ	ɯ	u	u	u	əɯ	ɯ	Ø	3867:1	patch (clothing) / snake
633-1	n	1	u	u	u	u	u	ʯ	u	Ø	ʯ	u	4102:2	stinking; smelly
642-1	n	1	u	u	Ø	u	y	u	u	u	ʯ	ʯ	4676:2	to smell
646-1	n	1	u	o	o	a	i	õ	ʯ̃	o	ʯ	Ø	4742:2	trace; track
691-1	n	1	u	ʯ̃	Ø	o	u	Ø	ʯ̃	e	ə̃	ʯ	490:2	bee
746-1	n	1	u	Ø	o	æ	æ	o	ʯ̃	o	ʯ	Ø	3576:1	scar
759-1	n	1	u	u	Ø	u	i	Ø	u	u	ʯ	u	4112:2	stir-fry; stir
792-1	n	1	u	o	Ø	o	Ø	Ø	ʯ	ɯ	ə	ʯ	501:2	belly
809-1	n	1	u	u	Ø	u	o	Ø	u	əɯ	Ø	u	1286:1	drum
836-1	n	1	u	Ø	u	o	o	Ø	õ	o	Ø	ou	3043:1	pave; lay
854-1	n	1	u	Ø	Ø	i	i	i	Ø	i	ɯ	u	4798:1	turtledove
88-4	n	4	o	ou	u	u	u	o	ou	o	u	ou	3225:1, 3340:1, 3183:1, 1379:1	bird / easy / pine / plough; till / put on (the shoes)
52-3	n	3	o	o	ʯ	u	ao	ʯ	ʯ	ʯ	ʯ	ʯ	678:1, 3779:1, 181:0	[loach] / buckwheat / sit
112-3	n	3	o	o	u	o	ao	u	ʯ	u	ʯ	ʯ	348:2, 184:1, 524:0	[loach] / bamboo / bind; tie up
211-3	n	3	o	ou	o	o	o	õ	õ	o	o	ou	1731:2, 1066:1, 2755:2	corpse / frost / musk
570-3	n	3	o	o	ɯ	o	o	õ	õ	o	ʯ	ou	2174:2, 4591:2, 667:2	brothers / intestine; guts / to itch/tickle
681-3	n	3	o	ũ	e	o	ɯ	ə	ʯ̃	o	ʯ	o	207:2, 1154:2, 5247:2	a half / daughter / younger sister
811-3	n	3	o	Ø	u	o	o	u	ɔ	e	ʯ	o	1587:1, 3184:2, 4475:1	fish / pine / to bet
120-2	n	2	o	o	u	o	o	u	õ	i	o	o	474:2, 114:1	(xx language) / bed
133-2	n	2	o	õ	õ	o	o	õ	õ	ə̃	ʯ	ao	632:1, 2753:2	brains / musk
219-2	n	2	o	o	u	o	o	o	õ	o	o	ou	1794:1, 3723:2	ginger / sheep (general)
240-2	n	2	o	o	u	o	o	õ	õ	o	o	ou	2018:1, 1682:2	fragrant (smell) / hide
514-2	n	2	o	o	ɛ	ɿ	i	ə	ʯ	u	ə	ʯ	545:2, 1784:2	bird's nest / ghost, spirit
539-2	n	2	o	õ	õ	o	o	õ	ʯ̃	o	o	o	1423:1, 940:1	classifier [weight unit] / empty
648-2	n	2	o	ou	o	u	Ø	o	ou	o	u	o	4844:1, 82:2	(wasps) sting / twist (hemp fivers)
794-2	n	2	o	ʯ	a	o	u	o	ʯ	əɯ	ə	Ø	523:2, 2731:2	bind; tie up / muntjac; barking deer
929-2	n	2	o	ə	Ø	o	a	Ø	Ø	ɛ̃	a	ɛ	711:2, 4646:2	carry (shoulder) / to poke; insert
141-1	n	1	o	o	a	o	o	õ	õ	o	o	o	763:2	chaff; bran
147-1	n	1	o	i	y	u	u	ʯ	ou	o	u	u	798:1	chisel
151-1	n	1	o	o	u	o	ao	u	ʯ̃	əɯ	ʯ	ʯ	820:2	chopsticks
160-1	n	1	o	õ	y	o	o	õ	õ	o	o	ou	916:2	classifier [sheet of paper]
165-1	n	1	o	ə	y	u	ao	u	ʯ̃	u	ʯ	ʯ	1015:2	comb
176-1	n	1	o	õ	u	u	õ	u	ʯ̃	o	o	ʯ	1252:1	dragon
186-1	n	1	o	o	o	o	e	õ	õ	o	o	u	1337:2	earrings
205-1	n	1	o	ou	u	u	u	o	ou	o	o	o	1640:1	foot
244-1	n	1	o	au	o	o	õ	o	ao	o	o	o	2040:2	hillside; mountain slope
264-1	n	1	o	ou	o	u	u	o	o	o	u	o	2245:2	ladle
278-1	n	1	o	o	ʯ	u	ao	ʯ	ʯ	ʯ	y	ʯ	2417:1	live; reside
